GEONAME,LNTITLE,GEOID,TOT_EST,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE,ID,totalvotes,TURNOUT,,
"Alcorn County, Mississippi",Total,05000US28003,37310,28395,75,36805,137,27890,156,28003,14783,0.530046612,,
"San Juan County, Utah",Total,05000US49037,15540,10445,20,15330,96,10275,84,49037,5447,0.530121655,,
"Roberts County, South Dakota",Total,05000US46109,10295,7380,30,10235,61,7335,33,46109,3889,0.530197682,,
"Comanche County, Texas",Total,05000US48093,13505,10440,78,12785,235,9875,184,48093,5237,0.530329114,,
"Leslie County, Kentucky",Total,05000US21131,10870,8480,54,10855,28,8470,55,21131,4492,0.530342385,,
"Lincoln County, Nevada",Total,05000US32017,5155,4100,214,5045,108,4020,225,32017,2132,0.530348259,,
"Cass County, Texas",Total,05000US48067,30345,23495,65,30080,151,23270,162,48067,12344,0.530468414,,
"Clearwater County, Idaho",Total,05000US16035,8530,7235,43,8460,60,7165,92,16035,3801,0.530495464,,
"Weber County, Utah",Total,05000US49057,241330,170900,,229930,900,160300,845,49057,85039,0.530499064,,
"Avoyelles Parish, Louisiana",Total,05000US22009,41250,31375,,41025,181,31255,82,22009,16586,0.530667093,,
"Delaware County, New York",Total,05000US36025,46480,38050,36,45675,201,37290,187,36025,19792,0.530758917,,
"Donley County, Texas",Total,05000US48129,3505,2810,,3455,33,2760,33,48129,1465,0.530797101,,
"Schleicher County, Texas",Total,05000US48413,3170,2250,,2900,111,1995,97,48413,1059,0.530827068,,
"Yates County, New York",Total,05000US36123,25105,19345,,24675,184,18960,170,36123,10066,0.530907173,,
"Livingston County, Illinois",Total,05000US17105,37280,29135,41,36860,113,28760,109,17105,15269,0.530910987,,
"Iron County, Missouri",Total,05000US29093,10220,8060,27,10200,19,8040,33,29093,4269,0.530970149,,
"Perry County, Indiana",Total,05000US18123,19300,15240,80,19225,60,15170,96,18123,8055,0.530982202,,
"Murray County, Oklahoma",Total,05000US40099,13790,10580,34,13615,109,10410,117,40099,5528,0.531027858,,
"Tallahatchie County, Mississippi",Total,05000US28135,14775,11720,,14105,134,11050,134,28135,5870,0.531221719,,
"Muhlenberg County, Kentucky",Total,05000US21177,31215,24625,54,31175,41,24580,67,21177,13060,0.531326282,,
"LaPorte County, Indiana",Total,05000US18091,110995,86515,,109395,223,85065,209,18091,45203,0.53139364,,
"Cheatham County, Tennessee",Total,05000US47021,39575,30265,47,39230,130,29965,126,47021,15924,0.53141999,,
"Butler County, Missouri",Total,05000US29023,42885,32845,53,42505,205,32470,207,29023,17259,0.531536803,,
"Dickenson County, Virginia",Total,05000US51051,15305,12175,55,15240,51,12115,60,51051,6440,0.531572431,,
"Madison Parish, Louisiana",Total,05000US22065,11805,8905,15,11795,14,8900,19,22065,4732,0.531685393,,
"Hamilton County, Tennessee",Total,05000US47065,351305,276925,46,341260,1039,267800,840,47065,142408,0.531769978,,
"Montgomery County, Indiana",Total,05000US18107,38110,29290,91,37200,244,28490,239,18107,15156,0.531976132,,
"Appling County, Georgia",Total,05000US13001,18410,13745,40,17845,234,13180,233,13001,7012,0.532018209,,
"Tuscaloosa County, Alabama",Total,05000US01125,202470,159930,42,197550,473,155400,423,01125,82700,0.532175032,,
"Todd County, Kentucky",Total,05000US21219,12465,9105,21,12340,74,8980,77,21219,4779,0.532182628,,
"Marshall County, Mississippi",Total,05000US28093,36195,28145,31,35920,213,27865,217,28093,14839,0.53253185,,
"Montgomery County, Georgia",Total,05000US13209,9005,7045,7,8675,100,6715,101,13209,3576,0.532539092,,
"San Juan County, New Mexico",Total,05000US35045,122535,89400,121,119490,436,86585,427,35045,46110,0.532540278,,
"Hudspeth County, Texas",Total,05000US48229,3480,2605,21,2440,326,1635,309,48229,871,0.532721713,,
"Randolph County, Missouri",Total,05000US29175,25080,19450,104,24985,64,19350,121,29175,10309,0.532764858,,
"Sullivan County, New York",Total,05000US36105,75820,59455,21,72290,456,56215,341,36105,29955,0.532864894,,
"Hancock County, West Virginia",Total,05000US54029,30025,24080,32,29770,116,23835,117,54029,12702,0.532913782,,
"Chatham County, Georgia",Total,05000US13051,282615,220060,58,272360,922,210415,857,13051,112142,0.532956301,,
"Alexander County, Illinois",Total,05000US17003,7050,5370,45,7020,28,5340,52,17003,2846,0.532958801,,
"Carroll County, Arkansas",Total,05000US05015,27690,21560,99,26215,292,20185,256,05015,10758,0.532970027,,
"Jackson County, Kentucky",Total,05000US21109,13355,10320,,13355,18,10320,18,21109,5501,0.533042636,,
"Powell County, Kentucky",Total,05000US21197,12385,9370,70,12305,56,9295,85,21197,4957,0.533297472,,
"Greene County, Illinois",Total,05000US17061,13390,10495,49,13365,21,10470,51,17061,5585,0.533428844,,
"Clinton County, Indiana",Total,05000US18023,32690,24130,60,30830,262,22375,243,18023,11936,0.533452514,,
"Covington city, Virginia",Total,05000US51580,5650,4495,,5620,30,4465,30,51580,2382,0.533482643,,
"Hendry County, Florida",Total,05000US12051,38375,27740,,30870,971,20830,791,12051,11115,0.533605377,,
"Crawford County, Georgia",Total,05000US13079,12485,9790,,12395,93,9700,95,13079,5176,0.533608247,,
"Johnson County, Kentucky",Total,05000US21115,23280,18005,59,23170,105,17935,48,21115,9572,0.533705046,,
"Jackson County, Illinois",Total,05000US17077,59190,48485,,56625,402,46120,384,17077,24617,0.533759757,,
"Randolph County, Georgia",Total,05000US13243,7225,5430,372,7220,8,5430,373,13243,2899,0.53388582,,
"Indiana County, Pennsylvania",Total,05000US42063,87490,71450,48,86750,226,70725,225,42063,37770,0.534040297,,
"Tompkins County, New York",Total,05000US36109,104270,88290,,95265,789,79910,698,36109,42678,0.534075835,,
"Chemung County, New York",Total,05000US36015,87740,68520,71,86795,176,67625,181,36015,36119,0.534107209,,
"McDonald County, Missouri",Total,05000US29119,22720,16695,,21220,147,15430,153,29119,8242,0.534154245,,
"Ochiltree County, Texas",Total,05000US48357,10575,7185,36,8865,284,5620,228,48357,3002,0.534163701,,
"Elko County, Nevada",Total,05000US32007,52030,37500,44,49125,442,34740,413,32007,18559,0.534225676,,
"Ward County, North Dakota",Total,05000US38101,68955,52860,38,67155,369,51310,345,38101,27412,0.534242838,,
"Huntingdon County, Pennsylvania",Total,05000US42061,45845,37135,19,45575,107,36870,108,42061,19706,0.534472471,,
"Clearfield County, Pennsylvania",Total,05000US42033,81170,65880,,79295,226,64075,187,42033,34271,0.534857589,,
"Tazewell County, Virginia",Total,05000US51185,43365,34935,33,43115,128,34700,139,51185,18566,0.535043228,,
"Brazoria County, Texas",Total,05000US48039,338420,247315,,315555,1642,226480,1433,48039,121181,0.535062699,,
"San Augustine County, Texas",Total,05000US48405,8555,6810,,8415,89,6670,89,48405,3569,0.535082459,,
"Buchanan County, Missouri",Total,05000US29021,89415,68875,81,86890,440,66635,394,29021,35659,0.535139191,,
"Boyd County, Kentucky",Total,05000US21019,48715,38370,30,48550,91,38205,97,21019,20454,0.535374951,,
"Washington County, Georgia",Total,05000US13303,20680,15990,66,20410,127,15800,109,13303,8461,0.535506329,,
"Lewis County, West Virginia",Total,05000US54041,16420,13035,,16300,81,12935,63,54041,6928,0.535601082,,
"Pendleton County, Kentucky",Total,05000US21191,14510,11230,41,14485,26,11215,44,21191,6007,0.535621935,,
"Clayton County, Georgia",Total,05000US13063,270270,193765,117,247735,1280,173345,1111,13063,92859,0.535688944,,
"Jackson County, West Virginia",Total,05000US54035,29200,22825,,29090,118,22750,83,54035,12187,0.535692308,,
"Marshall County, Alabama",Total,05000US01095,94535,71175,,88875,466,65925,431,01095,35316,0.535699659,,
"Blount County, Tennessee",Total,05000US47009,126190,99535,,123935,435,97450,391,47009,52208,0.535741406,,
"Seminole County, Georgia",Total,05000US13253,8695,6780,,8610,56,6695,55,13253,3588,0.53592233,,
"DeKalb County, Indiana",Total,05000US18033,42490,31835,,42190,131,31535,130,18033,16902,0.5359759,,
"Peach County, Georgia",Total,05000US13225,26905,20975,50,25960,257,20060,225,13225,10752,0.535992024,,
"Carbon County, Utah",Total,05000US49007,20735,15200,60,20355,145,14835,152,49007,7952,0.53602966,,
"Cayuga County, New York",Total,05000US36011,78785,62635,,77955,211,61875,203,36011,33172,0.536113131,,
"Itawamba County, Mississippi",Total,05000US28057,23510,18260,98,23405,77,18155,104,28057,9737,0.536326081,,
"Ellis County, Kansas",Total,05000US20051,29030,22825,105,28460,180,22270,175,20051,11947,0.536461608,,
"Waller County, Texas",Total,05000US48473,47050,35745,86,41890,604,31285,493,48473,16784,0.536487134,,
"Fredericksburg city, Virginia",Total,05000US51630,27855,22055,43,26540,433,20995,314,51630,11264,0.536508693,,
"Chautauqua County, Kansas",Total,05000US20019,3470,2760,,3470,10,2760,10,20019,1481,0.536594203,,
"St. Joseph County, Michigan",Total,05000US26149,60925,45615,,59535,199,44270,193,26149,23757,0.536638807,,
"Little River County, Arkansas",Total,05000US05081,12615,9755,21,12605,22,9740,21,05081,5227,0.536652977,,
"Grayson County, Kentucky",Total,05000US21085,26090,19820,100,25975,90,19705,119,21085,10576,0.536716569,,
"Ashtabula County, Ohio",Total,05000US39007,99175,76750,63,98540,184,76135,154,39007,40867,0.536770211,,
"Yoakum County, Texas",Total,05000US48501,8315,5630,,6615,411,4290,257,48501,2303,0.536829837,,
"Cottle County, Texas",Total,05000US48101,1560,1190,102,1490,128,1140,108,48101,612,0.536842105,,
"Aransas County, Texas",Total,05000US48007,24730,20155,43,24115,259,19580,253,48007,10512,0.536874362,,
"Sedgwick County, Kansas",Total,05000US20173,508220,373710,86,484185,1161,351620,1065,20173,188783,0.536894943,,
"Jefferson County, Indiana",Total,05000US18077,32480,25510,43,32145,200,25225,163,18077,13544,0.536927651,,
"Calloway County, Kentucky",Total,05000US21035,38300,31240,73,36740,488,29890,386,21035,16049,0.53693543,,
"Lamar County, Georgia",Total,05000US13171,18195,14380,44,17970,115,14175,121,13171,7612,0.537001764,,
"Morgan County, Illinois",Total,05000US17137,34800,27905,96,34395,180,27560,157,17137,14800,0.53701016,,
"Stephens County, Oklahoma",Total,05000US40137,44630,33990,,43925,152,33330,137,40137,17904,0.537173717,,
"Buckingham County, Virginia",Total,05000US51029,17030,13715,68,16895,40,13580,86,51029,7295,0.53718704,,
"Bradford County, Pennsylvania",Total,05000US42015,61810,48105,,61515,77,47850,68,42015,25708,0.537262278,,
"Terrebonne Parish, Louisiana",Total,05000US22109,113100,83985,22,110620,370,81700,323,22109,43896,0.537282742,,
"Talladega County, Alabama",Total,05000US01121,81055,63050,65,80145,219,62160,214,01121,33407,0.53743565,,
"Sullivan County, Missouri",Total,05000US29211,6415,4940,10,6080,72,4625,70,29211,2486,0.537513514,,
"Hill County, Montana",Total,05000US30041,16530,12040,16,16475,33,11990,36,30041,6445,0.537531276,,
"Tyrrell County, North Carolina",Total,05000US37177,4130,3410,168,3940,96,3235,204,37177,1739,0.53755796,,
"Adams County, Ohio",Total,05000US39001,28110,21215,55,28025,70,21130,86,39001,11359,0.537576905,,
"DeSoto County, Mississippi",Total,05000US28033,170890,125120,,167815,367,122190,339,28033,65695,0.537646289,,
"Tarrant County, Texas",Total,05000US48439,1947530,1419665,,1751680,3581,1243350,3031,48439,668514,0.537671613,,
"Duplin County, North Carolina",Total,05000US37061,59120,44455,113,52920,473,38785,402,37061,20856,0.53773366,,
"Randolph County, Illinois",Total,05000US17157,32935,26585,,32740,60,26390,60,17157,14194,0.537855248,,
"Washington County, Indiana",Total,05000US18175,27790,21200,83,27755,30,21160,87,18175,11382,0.537901701,,
"Washington Parish, Louisiana",Total,05000US22117,46365,35110,29,45825,218,34630,215,22117,18628,0.537915103,,
"Trinity County, Texas",Total,05000US48455,14360,11470,26,13890,154,11125,115,48455,5985,0.537977528,,
"Scotts Bluff County, Nebraska",Total,05000US31157,36600,27530,46,35560,251,26610,241,31157,14317,0.538030815,,
"Wayne County, Missouri",Total,05000US29223,13340,10535,68,13315,23,10510,73,29223,5655,0.538058991,,
"Van Buren County, Tennessee",Total,05000US47175,5640,4550,23,5585,54,4495,59,47175,2419,0.538153504,,
"Cochise County, Arizona",Total,05000US04003,128175,99605,,120980,546,92915,484,04003,50015,0.538287682,,
"Umatilla County, Oregon",Total,05000US41059,76580,56715,,70420,668,51260,518,41059,27597,0.538373,,
"Wabash County, Indiana",Total,05000US18169,32175,25220,122,31950,96,25015,132,18169,13468,0.538396962,,
"Pratt County, Kansas",Total,05000US20151,9730,7385,,9460,88,7135,82,20151,3842,0.53847232,,
"Brooks County, Georgia",Total,05000US13027,15645,12220,2,15175,115,11765,114,13027,6336,0.538546536,,
"Logan County, Kentucky",Total,05000US21141,26755,20335,,26655,56,20235,56,21141,10899,0.538621201,,
"Shelby County, Indiana",Total,05000US18145,44405,34065,,43590,226,33385,164,18145,17994,0.538984574,,
"Jasper County, Indiana",Total,05000US18073,33460,25285,46,32955,133,24820,140,18073,13378,0.539000806,,
"Campbell County, Wyoming",Total,05000US56005,48475,34710,77,47330,407,33755,344,56005,18199,0.539149756,,
"Cleveland County, Oklahoma",Total,05000US40027,271820,210880,42,263390,903,202925,833,40027,109450,0.539361833,,
"Hertford County, North Carolina",Total,05000US37091,24285,19525,15,23610,120,18885,101,37091,10186,0.53936987,,
"Refugio County, Texas",Total,05000US48391,7315,5595,,7155,86,5465,71,48391,2948,0.539432754,,
"Perry County, Arkansas",Total,05000US05105,10245,7995,38,10220,31,7980,39,05105,4306,0.539598997,,
"Monroe County, West Virginia",Total,05000US54063,13495,10800,92,13455,61,10755,108,54063,5805,0.539748954,,
"Lincoln County, Oklahoma",Total,05000US40081,34640,26115,27,34490,53,25970,58,40081,14025,0.540046207,,
"Freestone County, Texas",Total,05000US48161,19585,15130,19,18540,223,14225,169,48161,7684,0.540175747,,
"Madison County, Indiana",Total,05000US18095,129860,101100,,128380,283,99780,256,18095,53909,0.540278613,,
"Shelby County, Texas",Total,05000US48419,25705,18785,161,23445,282,16815,256,48419,9086,0.540350877,,
"Elbert County, Georgia",Total,05000US13105,19395,15100,,19050,137,14780,116,13105,7987,0.540392422,,
"Sabine Parish, Louisiana",Total,05000US22085,24145,18295,,23920,143,18110,108,22085,9787,0.540419658,,
"Pendleton County, West Virginia",Total,05000US54071,7290,5990,,7270,25,5965,26,54071,3225,0.540653814,,
"Richmond County, New York",Total,05000US36085,473325,367495,19,438385,1543,334695,1424,36085,180960,0.540671358,,
"Calhoun County, Alabama",Total,05000US01015,115885,90240,64,114125,298,88525,287,01015,47864,0.540683423,,
"White County, Georgia",Total,05000US13311,28140,22160,,27835,147,21865,143,13311,11823,0.54072719,,
"Duchesne County, Utah",Total,05000US49013,20080,13165,22,19735,69,12835,70,49013,6942,0.540864823,,
"Saline County, Missouri",Total,05000US29195,23215,17860,53,22470,200,17145,178,29195,9274,0.540915719,,
"Upshur County, Texas",Total,05000US48459,40295,30520,51,39325,244,29600,230,48459,16013,0.54097973,,
"Branch County, Michigan",Total,05000US26023,43605,33280,68,42875,161,32645,159,26023,17663,0.54106295,,
"Dickens County, Texas",Total,05000US48125,2235,1775,59,2145,49,1680,81,48125,909,0.541071429,,
"Marshall County, Indiana",Total,05000US18099,46835,34885,22,45275,193,33400,187,18099,18082,0.541377246,,
"Lee County, Texas",Total,05000US48287,16755,12895,,15875,265,12065,248,48287,6535,0.541649399,,
"Menard County, Texas",Total,05000US48327,2165,1650,85,2095,59,1595,88,48327,864,0.54169279,,
"Grant County, Kentucky",Total,05000US21081,24705,17870,65,24475,86,17645,112,21081,9559,0.54173987,,
"Catoosa County, Georgia",Total,05000US13047,65645,50090,49,64835,295,49385,261,13047,26757,0.541804192,,
"Iron County, Utah",Total,05000US49021,47750,33800,65,46285,557,32560,385,49021,17654,0.542199017,,
"Colusa County, California",Total,05000US06011,21360,15425,77,18070,405,12230,409,06011,6632,0.542273099,,
"Grant County, Arkansas",Total,05000US05053,18045,13825,33,17950,67,13725,67,05053,7445,0.542440801,,
"Garland County, Arkansas",Total,05000US05051,97120,76915,82,95245,348,75220,329,05051,40805,0.542475405,,
"Edmonson County, Kentucky",Total,05000US21061,12085,9705,53,12045,41,9665,59,21061,5244,0.542576306,,
"Sharp County, Arkansas",Total,05000US05135,17025,13440,41,16905,58,13360,46,05135,7249,0.54258982,,
"Roanoke city, Virginia",Total,05000US51770,99330,77445,47,93630,664,72730,525,51770,39466,0.542637151,,
"Creek County, Oklahoma",Total,05000US40037,70930,53765,,70240,125,53125,113,40037,28830,0.542682353,,
"Gallatin County, Kentucky",Total,05000US21077,8545,6340,34,8335,57,6150,49,21077,3338,0.542764228,,
"St. Louis city, Missouri",Total,05000US29510,316030,252060,55,304430,826,241700,689,29510,131191,0.542784444,,
"Hopkins County, Texas",Total,05000US48223,35845,26810,15,33875,261,24940,235,48223,13538,0.542822775,,
"Calhoun County, Arkansas",Total,05000US05013,5210,4190,26,5200,21,4180,22,05013,2269,0.542822967,,
"Love County, Oklahoma",Total,05000US40085,9770,7300,76,9410,93,6980,98,40085,3789,0.542836676,,
"Hays County, Texas",Total,05000US48209,185685,141865,,175990,1102,132915,988,48209,72164,0.542933454,,
"Trinity County, California",Total,05000US06105,13180,10905,63,12750,270,10470,275,06105,5686,0.543075454,,
"Bartow County, Georgia",Total,05000US13015,101940,76160,41,98325,561,72800,470,13015,39550,0.543269231,,
"Quay County, New Mexico",Total,05000US35037,8555,6720,69,8410,97,6575,123,35037,3572,0.543269962,,
"Saline County, Kansas",Total,05000US20169,55545,42060,,53865,414,40605,319,20169,22064,0.543381357,,
"Lauderdale County, Alabama",Total,05000US01077,92640,73635,27,91595,274,72735,207,01077,39525,0.543411013,,
"Breathitt County, Kentucky",Total,05000US21025,13475,10580,21,13445,29,10550,40,21025,5738,0.543886256,,
"Spalding County, Georgia",Total,05000US13255,64005,48360,44,62770,345,47255,293,13255,25704,0.54394244,,
"Uintah County, Utah",Total,05000US49047,36310,23995,73,35825,154,23525,166,49047,12797,0.543974495,,
"Schuylkill County, Pennsylvania",Total,05000US42107,145505,116955,,144055,289,115570,268,42107,62869,0.543990655,,
